,Unnamed: 0,scaled_input_f5,scaled_input_f6,scaled_input_f7,scaled_input_f8,scaled_input_f9,scaled_input_f13,scaled_input_f14,scaled_input_f15,scaled_input_f16,scaled_input_f17,scaled_input_f18,scaled_input_f19,scaled_input_f20,scaled_input_f21,scaled_input_f22,scaled_input_f23,scaled_input_f24,scaled_input_f25,scaled_input_f26,scaled_input_f27,scaled_input_f28,scaled_input_f29,scaled_input_f30,scaled_input_f31,scaled_input_f32,scaled_input_f33,scaled_input_target,origin_input_f5,origin_input_f6,origin_input_f7,origin_input_f8,origin_input_f9,origin_input_f13,origin_input_f14,origin_input_f15,origin_input_f16,origin_input_f17,origin_input_f18,origin_input_f19,origin_input_f20,origin_input_f21,origin_input_f22,origin_input_f23,origin_input_f24,origin_input_f25,origin_input_f26,origin_input_f27,origin_input_f28,origin_input_f29,origin_input_f30,origin_input_f31,origin_input_f32,origin_input_f33,origin_input_target,running_time,Found,ground_truth,prediction,scaled_cf_f5,scaled_cf_f6,scaled_cf_f7,scaled_cf_f8,scaled_cf_f9,scaled_cf_f13,scaled_cf_f14,scaled_cf_f15,scaled_cf_f16,scaled_cf_f17,scaled_cf_f18,scaled_cf_f19,scaled_cf_f20,scaled_cf_f21,scaled_cf_f22,scaled_cf_f23,scaled_cf_f24,scaled_cf_f25,scaled_cf_f26,scaled_cf_f27,scaled_cf_f28,scaled_cf_f29,scaled_cf_f30,scaled_cf_f31,scaled_cf_f32,scaled_cf_f33,scaled_cf_target,origin_cf_f5,origin_cf_f6,origin_cf_f7,origin_cf_f8,origin_cf_f9,origin_cf_f13,origin_cf_f14,origin_cf_f15,origin_cf_f16,origin_cf_f17,origin_cf_f18,origin_cf_f19,origin_cf_f20,origin_cf_f21,origin_cf_f22,origin_cf_f23,origin_cf_f24,origin_cf_f25,origin_cf_f26,origin_cf_f27,origin_cf_f28,origin_cf_f29,origin_cf_f30,origin_cf_f31,origin_cf_f32,origin_cf_f33,origin_cf_target,L1,L2,Sparsity,Realistic,MAD,Mahalanobis
10,0,0.2834224598930481,0.5203252032520326,0.0,0.0930232558139535,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.224,0.4234234234234234,0.5054945054945056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8205128205128205,0.2307692307692307,N,66.0,141.0,76.0,83.0,159.0,0.0,0.0,0.0,0.0,0.0,28.0,47.0,46.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,9.0,N,8.394838094711304,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,13.0,77.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,3.934304232492347,1.5052070274757026,9.0,True,4.423555312023208,0.20125752279412473
11,0,0.2834224598930481,0.5203252032520326,0.0,0.0930232558139535,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.224,0.4234234234234234,0.5054945054945056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8205128205128205,0.2307692307692307,N,66.0,141.0,76.0,83.0,159.0,0.0,0.0,0.0,0.0,0.0,28.0,47.0,46.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,9.0,N,8.373648166656494,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,13.0,77.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,3.934304232492347,1.5052070274757026,9.0,True,4.423555312023208,0.20125752279412473
12,0,0.2834224598930481,0.5203252032520326,0.0,0.0930232558139535,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.224,0.4234234234234234,0.5054945054945056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8205128205128205,0.2307692307692307,N,66.0,141.0,76.0,83.0,159.0,0.0,0.0,0.0,0.0,0.0,28.0,47.0,46.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,9.0,N,8.430686950683594,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,13.0,77.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,3.934304232492347,1.5052070274757026,9.0,True,4.423555312023208,0.20125752279412473
13,0,0.2834224598930481,0.5203252032520326,0.0,0.0930232558139535,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.224,0.4234234234234234,0.5054945054945056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8205128205128205,0.2307692307692307,N,66.0,141.0,76.0,83.0,159.0,0.0,0.0,0.0,0.0,0.0,28.0,47.0,46.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,9.0,N,8.469465970993042,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,13.0,77.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,3.934304232492347,1.5052070274757026,9.0,True,4.423555312023208,0.20125752279412473
14,0,0.2834224598930481,0.5203252032520326,0.0,0.0930232558139535,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.224,0.4234234234234234,0.5054945054945056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8205128205128205,0.2307692307692307,N,66.0,141.0,76.0,83.0,159.0,0.0,0.0,0.0,0.0,0.0,28.0,47.0,46.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,9.0,N,8.41172194480896,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,13.0,77.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,3.934304232492347,1.5052070274757026,9.0,True,4.423555312023208,0.20125752279412473
15,0,0.4866310160427807,0.4390243902439025,0.0,0.0,0.0,0.4070796460176991,0.0,0.0,0.0,0.0866141732283464,0.4,0.0,0.0769230769230769,0.3274336283185841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,104.0,131.0,76.0,71.0,94.0,46.0,0.0,0.0,0.0,11.0,50.0,0.0,7.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8.386074781417847,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,13.0,77.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,2.2237059307743894,0.93589420071233,7.0,True,0.9626875079930196,0.14601438349953577
16,0,0.4866310160427807,0.4390243902439025,0.0,0.0,0.0,0.4070796460176991,0.0,0.0,0.0,0.0866141732283464,0.4,0.0,0.0769230769230769,0.3274336283185841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,104.0,131.0,76.0,71.0,94.0,46.0,0.0,0.0,0.0,11.0,50.0,0.0,7.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8.540170907974243,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,13.0,77.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,2.2237059307743894,0.93589420071233,7.0,True,0.9626875079930196,0.14601438349953577
17,0,0.4866310160427807,0.4390243902439025,0.0,0.0,0.0,0.4070796460176991,0.0,0.0,0.0,0.0866141732283464,0.4,0.0,0.0769230769230769,0.3274336283185841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,104.0,131.0,76.0,71.0,94.0,46.0,0.0,0.0,0.0,11.0,50.0,0.0,7.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8.546666622161865,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,13.0,77.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,2.2237059307743894,0.93589420071233,7.0,True,0.9626875079930196,0.14601438349953577
18,0,0.4866310160427807,0.4390243902439025,0.0,0.0,0.0,0.4070796460176991,0.0,0.0,0.0,0.0866141732283464,0.4,0.0,0.0769230769230769,0.3274336283185841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,104.0,131.0,76.0,71.0,94.0,46.0,0.0,0.0,0.0,11.0,50.0,0.0,7.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8.514188051223755,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,13.0,77.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,2.2237059307743894,0.93589420071233,7.0,True,0.9626875079930196,0.14601438349953577
19,0,0.4866310160427807,0.4390243902439025,0.0,0.0,0.0,0.4070796460176991,0.0,0.0,0.0,0.0866141732283464,0.4,0.0,0.0769230769230769,0.3274336283185841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,104.0,131.0,76.0,71.0,94.0,46.0,0.0,0.0,0.0,11.0,50.0,0.0,7.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8.515949964523315,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,13.0,77.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,2.2237059307743894,0.93589420071233,7.0,True,0.9626875079930196,0.14601438349953577
20,0,0.0267379679144385,0.2682926829268293,0.3064516129032257,0.0,0.0,0.0,0.0234375,0.0,0.0,0.0,0.0,0.018018018018018,0.0769230769230769,0.0,0.0,0.5192307692307693,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,18.0,110.0,114.0,71.0,94.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,54.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8.474567174911499,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,13.0,77.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,1.3105201993449291,0.6694043855297203,8.0,True,0.9210670946681219,0.0957173067089292
21,0,0.0267379679144385,0.2682926829268293,0.3064516129032257,0.0,0.0,0.0,0.0234375,0.0,0.0,0.0,0.0,0.018018018018018,0.0769230769230769,0.0,0.0,0.5192307692307693,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,18.0,110.0,114.0,71.0,94.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,54.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8.490489959716797,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,13.0,77.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,1.3105201993449291,0.6694043855297203,8.0,True,0.9210670946681219,0.0957173067089292
22,0,0.0267379679144385,0.2682926829268293,0.3064516129032257,0.0,0.0,0.0,0.0234375,0.0,0.0,0.0,0.0,0.018018018018018,0.0769230769230769,0.0,0.0,0.5192307692307693,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,18.0,110.0,114.0,71.0,94.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,54.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8.489567041397095,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,13.0,77.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,1.3105201993449291,0.6694043855297203,8.0,True,0.9210670946681219,0.0957173067089292
23,0,0.0267379679144385,0.2682926829268293,0.3064516129032257,0.0,0.0,0.0,0.0234375,0.0,0.0,0.0,0.0,0.018018018018018,0.0769230769230769,0.0,0.0,0.5192307692307693,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,18.0,110.0,114.0,71.0,94.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,54.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8.698400735855103,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,13.0,77.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,1.3105201993449291,0.6694043855297203,8.0,True,0.9210670946681219,0.0957173067089292
